"Year","Month","Pl_inp_t_C_ha","OA_inp_t_C_ha","TEMP_C","RM_Temp","RAIN_mm","PEVAP_mm","SMD_mm","RM_Moist","PC","RM_PC","DPM_t_C_ha","RPM_t_C_ha","Bio_t_C_ha","Hum_t_C_ha","IOM_t_C_ha","SOC_t_C_ha","CO2_t_C_ha"
2018,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.0696365631067002,8.18850687147517,1.07394474045095,45.5157167119103,3.0041,57.8519048869431,4.45200743106166
2019,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0583245044766423,8.14507578821235,1.06940008459787,45.5089116406229,3.0041,57.7858120179098,4.51810030009499
2019,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0470106491379457,8.09255175180359,1.06368368036752,45.5003185175464,3.0041,57.7076645988555,4.59624771914931
2019,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.0332895597721767,8.00919448258491,1.0542583084297,45.4859792130486,3.0041,57.5868215638354,4.71709075416941
2019,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.0193389351427447,7.87975246328284,1.03905081232921,45.4623225078848,3.0041,57.4045647186396,4.89934759936515
2019,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.00836675174429711,7.68415832355623,1.01542719616077,45.4240920708101,3.0041,57.1361443422714,5.16776797573337
2019,6,0,0,16.9,2.23856432581044,59.57,4.44,0,1,1,0.6,0.00273186236925528,7.43041999553407,0.984417302241179,45.371002111417,3.0041,56.7926712715615,5.51124104644334
2019,7,2.24,2.784,18.5,2.53584286492207,73.2,4.65,0,1,1,0.6,2.68689600277602,9.43528500411147,0.950500091170772,45.3647280884775,3.0041,61.4415091865357,5.88640313146908
2019,8,0,0,18.4,2.51701829650327,75.96,3.49,0,1,1,0.6,0.763285968360815,9.08569420393662,1.1095190661872,45.5262980734246,3.0041,59.4888973119092,7.83901500609562
2019,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,1,0.6,0.287751171883816,8.82364466476729,1.12569538551494,45.5377670850817,3.0041,58.7789583072477,8.54895401075707
2019,10,0,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,0.148618870234458,8.65047023320482,1.11774282548977,45.5246834204135,3.0041,58.4456153493425,8.8822969686623
2019,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.103426419160539,8.55689971201248,1.11020788503846,45.5138646831026,3.0041,58.2884986993141,9.03941361869073
2019,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.082803811552763,8.50000159517519,1.10489242583908,45.5063752756874,3.0041,58.1981731082544,9.12973920975039
2020,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0693528092446523,8.45491837270148,1.1003831750038,45.5000376483596,3.0041,58.1287920053096,9.19912031269524
2020,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.055899670496762,8.40039629678862,1.09466467037293,45.4919598864575,3.0041,58.0470205241159,9.28089179388896
2020,3,1.12,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.700567731779441,8.77288447056321,1.08515710296269,45.4783489299,3.0041,59.0410582352054,9.40685408279946
2020,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.406981468685745,8.63109993986632,1.0967965886735,45.4874937318037,3.0041,58.6264717290293,9.82144058897557
2020,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.176075512322122,8.41685557425978,1.09310894213673,45.4762710811993,3.0041,58.1664111099179,10.2815012080869
